date,year,carrier_code,carrier_name,alliance,aircraft_type,flight_no,origin_iata,dest_iata,tail,review_url,origin_name,origin_city,origin_state,origin_country,origin_lat,origin_lon,dest_name,dest_city,dest_state,dest_country,dest_lat,dest_lon
20250927,2025,NK,Spirit Airlines,Independent,A20N,NK541,ATL,EWR,N989NK,https://youtu.be/TSOCUULrjDg,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Newark Liberty International Airport,Newark / Elizabeth,New Jersey,United States,40.6894,-74.170545
20250927,2025,DL,Delta Air Lines,SkyTeam,A321,DL2322,EWR,ATL,N330DX,,Newark Liberty International Airport,Newark / Elizabeth,New Jersey,United States,40.6894,-74.170545,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20251023,2025,VS,Virgin Atlantic,SkyTeam,A35K,VS104,ATL,LHR,G-VLUX,https://youtu.be/gTxQ_rJBTP0,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909
20251024,2025,SK,SAS,SkyTeam,A20N,SK806,LHR,OSL,SE-ROY,https://youtu.be/iz49RWTMUmI,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909,Oslo Airport,Gardermoen / Oslo,Akershus,Norway,60.193901,11.1004
20251026,2025,SK,SAS,SkyTeam,A21N,SK803,OSL,LHR,SE-RZB,https://www.youtube.com/watch?v=FKf0Bdmvlw4,Oslo Airport,Gardermoen / Oslo,Akershus,Norway,60.193901,11.1004,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909
20251026,2025,DL,Delta Air Lines,SkyTeam,A332,DL37,LHR,ATL,N857NW,,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20251107,2025,DL,Delta Air Lines,SkyTeam,A321,DL941,ATL,LAS,N311DN,,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Harry Reid International Airport,Las Vegas / Paradise,Nevada,United States,36.083361,-115.151817
20251110,2025,DL,Delta Air Lines,SkyTeam,A321,DL952,LAS,ATL,N337DN,,Harry Reid International Airport,Las Vegas / Paradise,Nevada,United States,36.083361,-115.151817,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20251203,2025,DL,Delta Air Lines,SkyTeam,A359,DL301,ATL,LAX,N527DN,https://youtu.be/rFsAyZVgKQc,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Los Angeles International Airport,Los Angeles,California,United States,33.942501,-118.407997
20251203,2025,DL,Delta Air Lines,SkyTeam,A359,DL11,LAX,MEL,N527DN,https://youtu.be/rFsAyZVgKQc,Los Angeles International Airport,Los Angeles,California,United States,33.942501,-118.407997,Melbourne Airport,Tullamarine / Melbourne,Victoria,Australia,-37.670732,144.837898
20251207,2025,VA,Virgin Australia,Independent,B738,VA743,MEL,OOL,VH-8VB,,Melbourne Airport,Tullamarine / Melbourne,Victoria,Australia,-37.670732,144.837898,Gold Coast Airport,Bilinga / Gold Coast,Queensland / New South Wales,Australia,-28.165962,153.506641
20251210,2025,QF,Qantas,One World,B738,QF125,BNE,AKL,VH-XZA,https://youtu.be/wMYyxBwSfzQ,Brisbane Airport,Brisbane,Queensland,Australia,-27.384199,153.117004,Auckland Airport,Auckland / Mangere,Auckland,New Zealand,-37.01199,174.786331
20251212,2025,NZ,Air New Zealand,Star Alliance,B789,NZ952,AKL,NAN,ZK-NZF,https://youtu.be/JEM6ifsClcQ,Auckland Airport,Auckland / Mangere,Auckland,New Zealand,-37.01199,174.786331,Nadi International Airport,Nadi,Western Division,Fiji,-17.761822,177.437843
20251214,2025,FJ,Fiji Airways,One World,A359,FJ810,NAN,LAX,DQ-FAJ,https://youtu.be/fPw6dfoRDCc,Nadi International Airport,Nadi,Western Division,Fiji,-17.761822,177.437843,Los Angeles International Airport,Los Angeles,California,United States,33.942501,-118.407997
20251214,2025,DL,Delta Air Lines,SkyTeam,B739,DL715,LAX,ATL,N930DZ,,Los Angeles International Airport,Los Angeles,California,United States,33.942501,-118.407997,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20260102,2026,DL,Delta Air Lines,SkyTeam,A319,DL2389,ATL,ALB,N343NB,,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Albany International Airport,Albany / Colonie,New York,United States,42.748299,-73.801697
20260104,2026,DL,Delta Air Lines,SkyTeam,A319,DL2389,ALB,ATL,N370NB,,Albany International Airport,Albany / Colonie,New York,United States,42.748299,-73.801697,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20260214,2026,KL,KLM,SkyTeam,B772,KL624,ATL,AMS,PH-BQB,https://youtu.be/oPhoQsYE4PI,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Amsterdam Airport Schiphol,Haarlemmermeer / Schiphol,North Holland,Netherlands,52.308601,4.76389
20260215,2026,KL,KLM,SkyTeam,B738,KL1771,AMS,BER,PH-BXM,https://youtu.be/fOJVXv6An1I,Amsterdam Airport Schiphol,Haarlemmermeer / Schiphol,North Holland,Netherlands,52.308601,4.76389,Berlin Brandenburg Airport Willy Brandt,Schonefeld / Berlin,Brandenburg,Germany,52.361738,13.502341
20260216,2026,KL,KLM,SkyTeam,B738,KL1770,BER,AMS,PH-BXU,https://youtu.be/DYpcTFBrbqE,Berlin Brandenburg Airport Willy Brandt,Schonefeld / Berlin,Brandenburg,Germany,52.361738,13.502341,Amsterdam Airport Schiphol,Haarlemmermeer / Schiphol,North Holland,Netherlands,52.308601,4.76389
20260216,2026,KL,KLM,SkyTeam,A21N,KL1003,AMS,LHR,PH-AXB,https://youtu.be/98D-e9VfKw0,Amsterdam Airport Schiphol,Haarlemmermeer / Schiphol,North Holland,Netherlands,52.308601,4.76389,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909
20260216,2026,VS,Virgin Atlantic,SkyTeam,A35K,VS103,LHR,ATL,G-VPOP,https://youtu.be/deNqk8EymAM,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20260226,2026,DL,Delta Air Lines,SkyTeam,A321,DL919,ATL,LAS,N309DN,,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,Harry Reid International Airport,Las Vegas / Paradise,Nevada,United States,36.083361,-115.151817
20260301,2026,DL,Delta Air Lines,SkyTeam,A321,DL417,LAS,ATL,N337DN,,Harry Reid International Airport,Las Vegas / Paradise,Nevada,United States,36.083361,-115.151817,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
20260513,2026,VS,Virgin Atlantic,SkyTeam,A35K,VS104,ATL,LHR,G-VPOP,https://youtu.be/N35FIxgd1W8,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909
20260514,2026,VS,Virgin Atlantic,SkyTeam,A35K,VS302,LHR,DEL,G-VPOP,https://youtu.be/ziPuAvMwJAo,London Heathrow Airport,London / Hillingdon,England,United Kingdom,51.470748,-0.459909,Indira Gandhi International Airport,Delhi,National Capital Territory of Delhi,India,28.55563,77.09519
20260516,2026,AI,Air India,Star Alliance,A359,AI2933,DEL,BOM,VT-JRF,https://youtu.be/RbEvw-3o66o,Indira Gandhi International Airport,Delhi,National Capital Territory of Delhi,India,28.55563,77.09519,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Maharashtra,India,19.088699,72.867897
20260516,2026,SQ,Singapore Airlines,Star Alliance,A388,SQ423,BOM,SIN,9V-SKQ,https://youtu.be/Al87VFzqnWU,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Maharashtra,India,19.088699,72.867897,Singapore Changi Airport,Singapore,Singapore,Singapore,1.35019,103.994003
20260517,2026,SQ,Singapore Airlines,Star Alliance,A359,SQ184,SIN,SGN,9V-SMA,,Singapore Changi Airport,Singapore,Singapore,Singapore,1.35019,103.994003,Tan Son Nhat International Airport,Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.8188,106.652
20260518,2026,KE,Korean Airlines,SkyTeam,B77W,KE476,SGN,ICN,HL-8274,,Tan Son Nhat International Airport,Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.8188,106.652,Incheon International Airport,Incheon,Incheon,South Korea,37.469101,126.450996
20260518,2026,KE,Korean Airlines,SkyTeam,B77W,KE33,ICN,ATL,HL-7202,,Incheon International Airport,Incheon,Incheon,South Korea,37.469101,126.450996,Hartsfield-Jackson Atlanta International Airport,Atlanta,Georgia,United States,33.6367,-84.428101
